" Harga saham emiten tambang BUMN PT Aneka Tambang Tbk (ANTM) alias ANTM masih tertekan di awal tahun ini. Kendati begitu, analis memprediksi bahwa prospek saham ANTM masih cerah ke depan. Menurut data Bursa Efek Indonesia (BEI), saham ANTM baru dua kali menguat selama 2022, yakni pada Senin pekan lalu (3/1) dan Kamis ini (13/1), dengan masing-masing kenaikan 4,00% dan 1,81%. Sisanya, saham ANTM terbenam di zona merah selama 6 hari dan sekali ditutup stagnan. Tak pelak, kondisi itu membuat saham ANTM sudah turun 11,66% dalam sepekan atau 12,44% sejak awal tahun atau yearto date (ytd). Di tengah tren penurunan belakangan ini, investor asing beramai-ramai melego saham emiten tambang nikel dan emas tersebut dengan nilai jual bersih Rp 13,07 miliar di pasar reguler per hari ini. Adapun sejak hari pertama di 2022, asing sudah melakukan jual bersih Rp 134,09 miliar di pasar reguler. Padahal, harga nikel dunia sedang melambung tinggi.  Kemarin, harga kontrak berjangka nikel dunia cetak rekor tertinggi sejak 2012. Menurut data Investing, harga nikel per Rabu (12/1), berada di US$ 22.021,50/ton atau naik 1,04% dibandingkan hari sebelumnya. Harga nikel mencapai level tertinggi sejak 7 Februari 2012 di US$ 21.714/ton karena berkurangnya persediaan global yang menunjukkan permintaan yang solid. Namun, memang, ada satu kabar kurang yang menggembirakan untuk saham ANTM di awal Tahun Macan Air ini. Kabar tersebut adalah soal kandasnya rencana Indonesia Battery Corporation (IBC) melakukan akuisisi perusahaan pabrik kendaraan listrik atau electric vehicle (EV) di Jerman yakni StreetScooter. Sebagai informasi, IBC merupakan perusahaan patungan dari sejumlah BUMN, yakni Mind ID, PT Pertamina (Persero), PT PLN (Persero) dan Antam. Lantas, bagaimana prospek saham ANTM ke depan? Dalam risetnya, analis RHB Sekuritas Indonesia Ryan Santoso pada 22 November 2021 masih menyarankan beli (buy) saham ANTM dengan target price (TP) Rp 3.450/saham atau 75,13% dari harga saat ini (Rp 1.970/saham). ""Kami percaya dukungan yang stabil akan tetap ada untuk bisnis utama ke depan dari peningkatan nikel yang stabil dan harga jual emas - setidaknya untuk jangka menengah,"" jelas Ryan dalam risetnya, dikutip CNBC Indonesia, Kamis (13/1/2022). Lebih lanjut, kata Ryan, pencapaian operasional Antam yang sehat juga telah memberikan hal yang positif. Ini seiring perusahaan berhasil mempertahankan tren pemulihannya setelah mengurangi risiko akibat pandemi Covid-19. Adapun RHB Sekuritas juga memberi catatan soal risiko   dari analisis tersebut.  soal naiknya biaya bahan bakar yang membahayakan margin.   fluktuasi mata uang asing"; dan ketiga, penurunan permintaan logam utama yang yang bisa menurunkan  kenaikan harga jual rata-rata atau  (ASP). Ryan juga menyoroti dua lini bisnis utama Antam, emas dan nikel. Untuk emas, prospek positif emas kemungkinan akan berlanjut, mengingat permintaan yang kuat untuk emas batangan, terutama dari pasar tradisional seperti China dan India. Hal tersebut juga seiring adanya inflasi yang semakin memanas secara global dan membuat investor berusaha mencegah risiko investasi dengan beralih ke emas. Ryan menyebut, bisnis emas ANTM pun sedang dalam 'mode optimis'. Pencapaian penjualan emas per 9 bulan pertama 2021 sebesar 81% dari target setahun penuh RHB;" atau sekitar 639,000 oz (naik 34% secara tahunan/YoY). ""Sembari mencetak margin operasional yang relatif sehat untuk segmen sejauh ini (9M21: sekitar 5%) - juga masih sejalan dengan pencapaian masa lalunya (rata-rata 5 tahun, hanya margin positif),"" jelas Ryan. Kontribusi penjualan emas pun, imbuh Ryan, mencapai 68% terhadap topline alias pendapatan ANTM secara keseluruhan. Kemudian untuk nikel, harga nikel yang terus-menerus meninggi diprediksi akan bertahan untuk jangka panjang.";
01/05/19 09.01;;;
Harga Emas Berkilau, Laba Q1-2019 Antam Malah Merosot 30%;;;
;;;
13/07/21 06.50;;;
Harga Emas Antam To the Moon, Bisa Tembus Rp 1 Juta/gram?;;;
" - Harga emas batangan produksi PT Aneka Tambang (Antam) Tbk (ANTM) atau Logam Mulia Emas Antam pada pekan lalu melesat tajam mencapai level tertinggi dalam sebulan terakhir.  Sebab itu, pada pekan ini harga emas Antam ini diramal berpeluang naik lagi dan berpotensi mendekati angka Rp 1 juta/gram seiring dengan kenaikan harga emas dunia. Pada 28 Juli tahun lalu, emas Antam berhasil tembus Rp 964.120/gram untuk emas kepingan 100 gram yang lumrah dijadikan acuan, sedangkan untuk kepingan 1 gram berada di Rp 1.022.000/gram. Sementara itu, pada perdagangan Senin kemarin, data situs   mencatat harga emas Antam dengan berat 1 gram dijual Rp 950.000/batang, masih stagnan dibandingkan harga Sabtu lalu. Posisi tersebut merupakan yang tertinggi sejak 11 Juni lalu, dan sepanjang pekan lalu menguat 0,85%. Emas Antam dengan berat 100 gram juga stagnan di Rp 89.212.000/batang atau Rp 892.120/gram. Antam menjual emas batangan mulai satuan 0,5 gram hingga 1.000 gram. Harga tersebut belum termasuk pajak 0,9% bagi pembelian tanpa menggunakan Nomor Pokok Wajib Pajak (NPWP), dan 0,45% dengan NPWP. Emas saat ini perlahan mulai jadi primadona lagi sebab pelaku pasar mulai waswas perekonomian global akan kembali merosot akibat serangan baru virus corona. Selain itu, yield obligasi AS (US Treasury) sedang dalam tren menurun. Treasury dan emas sama-sama dianggap aset aman ( ). Bedanya, Treasury memberikan imbal hasil ( ) sementara emas tanpa imbal hasil, hanya mengandalkan capital gain. Sehingga ketika yield Treasury naik, emas menjadi tak menarik, tetapi ketika yield tersebut turun emas mulai dilirik. Apalagi ketika   lebih rendah ketimbang inflasi di AS, maka riil return yang diperoleh menjadi negatif. Di sisi lain, emas secara tradisional dianggap sebagai lindung nilai terhadap inflasi, semakin tinggi inflasi, maka permintaan emas berpotensi meningkat. Hal tersebut membuat emas saat ini kembali menarik pelaku pasar. Hasil survei mingguan yang dilakukan Kitco juga menunjukkan di pekan ini emas dunia akan kembali menguat, yang tentunya bisa mengerek emas Antam. Dari 16 analis Wall Street yang disurvei, sebanyak 12 orang atau 75% memberikan proyeksi bullish (tren naik), 2 orang memberikan proyeksi bearish (tren turun) dan sisanya netral. Sementara itu survei yang dilakukan terhadap pelaku pasar atau yang disebut Main Street, dari 902 partisipan, sebanyak 61% memberikan proyeksi bullish, 20% bearish, dan sisanya netral. Ole Hansen, Kepala Strategi Komoditas di Saxo Bank, mengatakan ia masih tetap   terhadap emas dalam jangka pendek. Tetapi, akan mengalami naik turun sebab para   sudah mulai mengambil libur musim panas. Adapun konsensus pasar yang dihimpun Refinitiv memperkirakan median harga emas pada kuartal III-2021 berada di US$ 1.781/troy ons. Dari posisi harga saat ini yang di US$ 1.807,98/troy ons, ada risiko koreksi sebesar 1,5%. Shrea Paul, Analis Refinitiv, bahkan memperkirakan harga emas dunia bisa turun ke kisaran US$ 1.600/troy ons. Level support emas untuk bulan ini diperkirakan di US$ 1.678-1.650/troy ons. Namun bukan berarti tidak ada peluang naik. Paul memperkirakan level resistance (batas atas) harga emas berada di kisaran US$ 1.856-1.875/troy ons. ""Investor akan terus memantau dinamika di bank sentral AS terkait arah kebijakan moneter ke depan. Selain itu, fokus pasar juga akan tertuju ke berbagai data ekonomi AS untuk mengetahui seberapa kuat pemulihan ekonomi dan laju inflasi, yang akan berdampak terhadap kebijakan bank sentral,"" sebut Paul dalam risetnya.";;;
17/01/22 14.10;;;
Simak! Begini Dampak Pajak Ekspor Nikel ke Laba Emiten Nikel;;;
" Pemerintah saat ini tengah mempertimbangkan untuk memberlakukan pajak ekspor progresif untuk komoditas nikel, terutama dengan kandungan nikel rendah seperti  Nickel Pig Iron (NPI) dan Feronikel (FeNi). Sehubungan dengan itu, analis telah melakukan simulasi dampak pajak ekspor tersebut terhadap laba emiten nikel, salah satunya PT Aneka Tambang Tbk (ANTM) atau Antam. Menurut riset analis RHB Sekuritas Indonesia Ryan Santoso, Senin (17/1/2022), usulan pemberlakuan pajak nikel tersebut bisa dipahami, mengingat tujuan pemerintah untuk mempertahankan masa pakai tambang nikel di Tanah Air. Menurut estimasi Ryan Santoso, apabila nantinya pajak nikel diberlakukan sebesar 2%, laba bersih Antam akan turun sebesar 4,3%. Catatan saja, pajak nikel itu hanya untuk penjualan produk FeNi Antam dan dengan asumsi   (semua hal lain/variabel dianggap sama). ""Namun demikian, setiap peningkatan   dan utilisasi untuk meningkatkan produksi nikel olahan akan dapat mengurangi risiko ini,"" kata Ryan Santoso dalam risetnya. Ini karena, jelas Ryan, pihaknya belum memperhitungkan potensi peningkatan produksi FeNi ANTM di smelter Halmahera Timur yang diprediksi akan naik menjadi sekitar 38.000 ton pa dari 25.000 saat ini. Smelter tersebut sendiri diharapkan akan beroperasi pada kuartal III tahun ini. Selain itu, menurut hemat RHB Sekuritas, proyek smelter bauksit yang sedang berjalan akan memberikan dukungan tambahan untuk pendapatan ANTM di masa depan. Kemajuan proyek tersebut telah mencapai 22% pada akhir 2021 dan ditargetkan selesai pada 2023. Adapun, RHB Sekuritas menilai, permintaan nikel dari Antam masih kuat, kendati adanya kabar kandasnya rencana Indonesia Battery Corporation (IBC) melakukan akuisisi perusahaan pabrik kendaraan listrik atau   (EV) di Jerman yakni StreetScooter. Sebagai informasi, IBC merupakan perusahaan patungan dari sejumlah BUMN, yakni MIND ID, PT Pertamina (Persero), PT PLN (Persero) dan Antam.  ""Kami percaya dampaknya [kandasnya investasi tersebut] terhadap ANTM tidak akan besar, karena perusahaan tetap diuntungkan dari fokusnya pada segmen hulu rantai pasokan nikel,"" jelas Ryan. Ryan menambahkan, ANTM akan terus menyediakan bahan baku yang dibutuhkan untuk pabrik smelter di Indonesia, di mana   tersebut kemudian disalurkan ke perusahaan-perusahaan yang terlibat dalam pemanfaatan  Sementara itu, kata Ryan, LG Chem dan Contemporary Amperex Technology alis CATL telah mengkonfirmasi rencana investasi di Indonesia masing-masing senilai US$ 9,8 miliar dan US$ 5,2 miliar. Dengan berkaca pada prospek Antam ke depan, RHB Sekuritas masih mempertahankan rekomendasi beli ( ) dengan   Rp 3.450/saham atau 82,54% dari harga saat ini. ""Kami tetap positif di prospek Aneka Tambang [Antam], didukung oleh upaya menjaga stabilitas operasi emas dan nikel, didukung oleh harga jual yang wajar,"" kata Ryan. Kendati harga terkoreksi cukup dalam (16% secara  /td atau awal tahun ini), RHB Sekuritas menjelaskan, ini merupakan ""kesempatan untuk bermain investasi jangka panjang"". Adapun risiko kerugian yang berpotensi mengganggu estimasi tersebut, mulai dari fluktuasi mata uang asing, usulan pajak progresif atas ekspor nikel, dan pelemahan permintaan untuk logam utama yang bisa menurunkan kenaikan harga jual rata-rata atau  (ASP). Selain RHB Sekuritas, analis BRI Danareksa Sekuritas Hasan Barakwan juga sebelumnya telah melakukan hitung-hitungan dampak terhadap laba emiten nikel apabila pajak progresif ekspor nikel nantinya jadi diberlakukan. Dalam risetnya yang terbit pada Jumat (14/1/2022), Hasan menjelaskan, sembari menunggu pengumuman rincian tarif pajak progresif ekspor nikel, pihaknya mencoba membuat analisis skenario dampak pajak ekspor pada kinerja pendapatan ANTM. Menurut perhitungan Danareksa, feronikel saat ini menyumbang sekitar 17% terhadap pendapatan Antam. Dalam perhitungan awalnya, Danareksa Sekuritas menunjukkan bahwa pajak ekspor feronikel tidak akan terlalu membebani pendapatan ANTM. Dengan skenario tarif pajak ekspor nikel sebesar 1%, laba Antam akan tertekan sebesar 2,3%. Kemudian apabila tarif pajak ditetapkan sebesar 2%, laba Antam akan turun 4,69%.  Demikian dengan skenario lainnya: dengan tarif pajak 3% (laba diprediksi bisa turun 6,9%), tarif pajak 4% (laba turun 9,2%), dan tarif pajak 5% (laba turun 11,6%). Lebih lanjut, Danareksa mengharapkan adanya peningkatan volume bijih nikel seiring kapasitas terpasang nikel yang lebih tinggi. ""Kami berpandangan bahwa ANTM akan menjadi penerima manfaat utama dari perbaikan smelter nikel kapasitas di Indonesia dan hal ini akan diterjemahkan ke dalam volume penjualan yang lebih tinggi untuk bisnis bijih nikel,"" jelas Hasan dalam risetnya. Menurut catatan Hasan, Indonesia akan menambah 230 ribu ton smelter nikel  ""Akibatnya, kami memperkirakan bahwa volume penjualan bijih nikel ANTM akan tumbuh sekitar 10% yoy (secara tahunan) pada 2022 menjadi 8,8 juta ton bijih nikel yang menghasilkan pendapatan sebesar Rp 33 triliun,"" kata Hasan. Selain itu, Hasan menilai, Danareksa tetap optimis pada prospek nikel di  ""Selanjutnya, pasar nikel pada 2022 akan agak ketat karena pasokan nikel masih terganggu oleh pembatasan energi yang sedang berlangsung di China yang  Danareksa sendiri masih mempertahankan   untuk saham ANTM di level Rp 3.000/saham. ""Kami masih menunggu gambaran yang lebih jelas tentang pajak ekspor progresif sebelum kami memperhitungkannya untuk perkiraan pendapatan [Antam],"" tambah Hasan.";;;
02/05/19 08.22;;;
KRAS Rugi Rp 879 di Q1-2019, UNTR Mau Caplok Tambang Lagi;;;
;;;
02/05/19 10.39;;;
"Gara-gara The Fed Lebih ""Pede"", Harga Emas Antam Turun";;;
;;;
13/06/19 15.25;;;
Reaksi Pasar Terhadap Realisasi Smelter Freeport;;;
;;;
13/06/19 10.31;;;
Emas Antam Masih Cuan, Hari Ini Naik ;;;
;;;
28/06/19 09.56;;;
Hore! Siap-siap Cuan, Harga Emas Antam Naik Lagi;;;
;;;
14/06/19 13.37;;;
Banjir di Sultra, Bagaimana Nasib Tambang Antam & Vale?;;;
;;;
21/08/19 18.21;;;
Gandeng China, Antam Siap Bangun 5 Smelter Rp 102 T;;;
;;;
27/06/19 11.13;;;
Maaf! Harga Emas Antam Hari Ini Turun, Ini Penyebabnya;;;
;;;
26/08/19 10.36;;;
Ruarrr Biasa! Harga Emas Antam Tembus Rekor Rp 725.000/gram;;;
;;;
22/08/19 09.52;;;
Gak Ada Matinya! Harga Emas Antam Anteng di Rp 706.000/gram;;;
;;;
26/08/19 11.59;;;
Naik Rp 9.000/gram, Ini Pemicu Harga Emas Antam Cetak Rekor;;;
;;;
30/08/19 07.42;;;
Kemarin Turun Seceng, Hari Ini Harga Emas Bisa Bangkit Lagi?;;;
 Harga emas acuan yang diproduksi PT Aneka Tambang Tbk (ANTM) turun tipis pada perdagangan Kamis kemarin (29/8/2019) setelah ketegangan perang dagang Amerika Serikat (AS)-China mulai mereda. Situasi ekonomi kondusif lazimnya membuat permintaan akan emas terkoreksi. Harga emas Antam turun Rp 1.000 (0,77%) menjadi Rp 723.000/gram, dari Rp 722.000/gram pada Rabu lalu. Berdasarkan harga Logam Mulia di gerai Butik Emas LM - Pulo Gadung di situs logammulia milik Antam Kamis kemarin, harga tiap gram emas Antam ukuran 100 gram melemah menjadi Rp 72,3 juta dari harga kemarin Rp 72,2 juta per batang. Turunnya harga emas Antam itu mengekor harga emas di pasar spot global yang turun pada Rabu lalu. Emas Antam kepingan 100 gram lumrah dijadikan acuan transaksi emas secara umum, tidak hanya emas Antam. Harga emas Antam di gerai penjualan lain bisa berbeda. Pada Senin (26/8/2019), harga emas Antam sempat menyentuh rekor sepanjang sejarah dan rekor tertinggi baru sejak 6 tahun terakhir dengan menyentuh level Rp 725.000/gram, dari akhir pekan lalu di harga Rp 716.000/gram. Kenaikan harga emas di awal pekan ini mengekor harga emas di pasar spot global yang naik pada akhir pekan lalu akibat aksi balas (retaliasi) ancam China terhadap rencana penaikan tarif impor oleh AS dan kontra balasan Negeri Paman Sam terhadap retaliasi tersebut. Di sisi lain, harga beli kembali ( ) emas Antam secara mengejutkan justru berkebalikan dari harga jual dari Antam yang turun, dengan kenaikan Rp 1.000 hari ini menjadi Rp 699.000/gram dari Rp 698.000/gram pada Rabu kemarin. Selain emas Antam biasa, Antam juga menawarkan emas batik dan emas tematik serta menampilkan harga hariannya di situs yang sama. Di sisi lain, Antam juga menjual emas batangan dengan dasar ukuran mulai 1 gram hingga 500 gram di berbagai gerai yang tersedia di berbagai kota, dari Medan hingga Makassar. Harga dan ketersediaan emas di tiap gerai bisa berbeda. Harga emas tersebut sudah termasuk PPh 22 0,9%. Masyarakat bisa menyertakan NPWP untuk memperoleh potongan pajak lebih rendah yaitu 0,45%. Naik-turunnya harga emas ukuran kecil itu biasanya mengindikasikan risiko pada hari kerja sebelumnya. Beberapa faktor yang mempengaruhi harga emas adalah nilai tukar rupiah, penawaran-permintaan, permintaan industri emas, isu global, tingkat inflasi, dan tingkat suku bunga. Penguatan harga emas Antam biasanya mencerminkan kecenderungan masyarakat untuk memburu emas ritel ketika kondisi tidak kondusif, sehingga mencerminkan fungsi logam mulia sebagai instrumen yang dinilai lebih aman ( ) untuk masyarakat di dalam negeri.;;;
02/09/19 12.35;;;
Ekspor Nikel Disetop, Saham INCO & ANTM Diborong Asing!;;;
" - Dua emiten pertambangan mineral, emas dan nikel, yakni   dan  tiba-tiba melonjak pada sesi I perdagangan awal pekan ini, Senin (2/9/2019) di tengah rencana pemerintah mempercepat larangan ekspor nikel. Keputusan pemerintah yang akan mempercepat pelarangan ekspor nikel dari semula pada 2022 menjadi tahun ini memang menjadi sentimen penggerak atas sektor ini dalam sebulan terakhir. Tujuan kebijakan ini ialah untuk meningkatkan ekspor produk nikel melalui pengolahan   sehingga dapat menghasilkan produk ekspor yang memiliki nilai tambah. Data Bursa Efek Indonesia (BEI) mencatat, pada sesi I, saham INCO melesat 14,73% di level 4.050/saham, dengan nilai transaksi Rp 249 miliar dan volume perdagangan 62,81 juta saham. Investor asing hari ini masuk Rp 32,5 miliar di saham INCO, kendati sebulan terakhir asing malah melepas Rp 93,25 miliar di semua pasar. Saham INCO secara year to date, naik 24% sejak awal tahun. Adapun saham ANTM juga menguat 7,01% di level Rp 1.145/saham dengan nilai transaksi 250,46 miliar dan volume perdagangan 221,25 juta saham. Asing juga masuk di saham ANTM sebesar Rp 34,30 miliar, kendati sebulan asing mencatatkan  (jual bersih) Rp 84,31 miliar. Saham Antam sudah naik 50% sejak awal tahun atau  . Presiden Direktur Vale Indonesia, Nico Kanter berpendapat, wacana pelarangan ekspor bijih nikel berdampak positif bagi Vale. Apalagi, harga nikel dunia kembali menguat pascapemerintah melontarkan wacana ini ke publik. Nico menyebut, saat ini, Indonesia mendominasi suplai nikel ke pasar global yakni sebesar 27%. ""Setiap   pemerintah akan berdampak bagi harga nikel, saya ingin sampaikan, ini dampak baiknya tidak hanya bagi Vale, tapi juga untuk Indonesia juga,"" kata Nico Kanter, Selasa (27/8/2019) di Gedung BEI, Jakarta. Direktur Utama Antam Arie Prabowo Ariotedjo juga mengatakan rencana pemerintah tersebut pada dasarnya tidak menjadi masalah bagi perusahaan, lantaran di dalam kontrak sudah ada klausul  apabila ada perubahan peraturan. ""Tidak masalah lah,"" ujar Arie kepada CNBC Indonesia saat dihubungi, Senin (19/8/2019). Kendati demikian, Arie mengakui, jika ada penyetopan ekspor ore nikel maka Antam akan kehilangan potensi pendapatan dari komoditas itu meskipun tidak terlalu signifikan. ""Misal saja dalam setahun ada 4 juta ton ekspor sekitar US$ 150 juta per tahun kasarnya Rp 2 triliun. Target   kami kan bisa Rp 30 triliun. Jadi secara revenue untuk 1 tahun turun 7% lah,"" jelasnya. Namun, lanjut Arie, akan ada kompensasi dari kenaikan harga dan peningkatan penjualan dan bauksit emas sehingga potensi Rp 2 triliun yang hilang itu bisa ditutupi.";;;
02/09/19 16.04;;;
Ekspor Nikel Resmi Dilarang, Simak Arah Saham INCO & ANTM;;;
;;;
02/09/19 16.45;;;
RI Larang Ekspor, Harga Nikel Melesat ke Level Tertinggi;;;
;;;
02/09/19 21.54;;;
Harga Komoditas Naik, Saham Emiten Nikel Ikut Melesat;;;
Kinerja dua emiten pertambangan mineral, emas dan nikel, yakni   dan   melesat naik pada perdagangan Senin (2/9), didorong sentiment positif pelarangan ekspor nikel. Meningkatnya kinerja emiten nikel juga didorong kenaikan harga komoditas serta beberapa aksi korporasi melalui program divestasi dan pengembangan baterai mobil listrik. Selengkapnya saksikan dialog Erwin Surya Brata  dan Researcher CNBC Indonesia, Irvin Avriano dengan Research Manager Shinhan Sekuritas Indonesia, Hendry Andrean dalam Closing Bell, CNBC Indonesia (Senin, 02/9/2019).  ;;;
03/09/19 06.25;;;
Ekspor Dilarang 2020, Saham Penambang Nikel Melesat;;;
;;;
03/09/19 11.06;;;
Asing Mulai Profit-Taking, Saham Emiten Nikel Berguguran;;;
 - Saham-saham emiten pertambangan mineral nikel, timah, dan emas amblas pada perdagangan Selasa ini (3/9/2019) setelah investor asing merealisasikan keuntungan pasca-saham emiten sektor ini melonjak Senin kemarin. Berdasarkan International Nickel Study Group (INSG), pada tahun 2017 Indonesia menduduki posisi kedua sebagai produsen nikel terbesar dengan kapasitas produksi mencapai 205.000 ton.;;;
03/09/19 17.05;;;
Investor Lokal Tarik Cuan, Saham INCO, ANTM & TINS Ambruk!;;;
 - Sebanyak tiga emiten pertambangan mineral nikel, timah, dan emas amblas saat ditutup pada perdagangan Selasa ini (3/9/2019) setelah investor domestik dan asing mulai merealisasikan keuntungan pasca-saham emiten sektor ini melonjak Senin kemarin. Penguatan saham-saham emiten tambang mineral yang berlangsung Senin kemarin terjadi setelah pemerintah resmi akan melarang ekspor nikel mulai 1 Januari 2020 demi memperkuat nilai tambah komoditas mineral ini di dalam negeri. Larangan ekspor ini pun mendorong ekspektasi suplai akan berkurang sehingga harga nikel naik.  Berdasarkan International Nickel Study Group (INSG), pada tahun 2017 Indonesia menduduki posisi kedua sebagai produsen nikel terbesar dengan kapasitas produksi mencapai 205.000 ton.;;;
08/08/19 13.08;;;
Tak Terbendung, Harga Emas 6 Hari Cetak Rekor Baru;;;
;;;
09/08/19 10.04;;;
6 Hari Rekor, Harga Emas Antam Hari Ini Turun Seceng;;;
;;;
10/08/19 10.33;;;
Rekor Terus! Sampai Level Berapa Harga Emas Meroket?;;;
;;;
12/08/19 08.14;;;
Sepekan Naik Rp 23.000, Berapa Harga Emas Antam Hari Ini?;;;
;;;
16/08/19 09.45;;;
Dilecut Semangat 45, Harga Emas Antam Tembus Rekor Lagi!;;;
